protein name	proximity to Covid-19	shortest path to Covid-19	path length
ADAT1	-0.09163136518640833	ADAT1, MOV10, covid-19	2
ASB16-AS1	0.09383624515784766	ASB16-AS1, NXF1, AKAP8, covid-19	3
SLC25A39	0.563978081325277	SLC25A39, MOV10, covid-19	2
FAM104A	-0.06321964815286508	FAM104A, MOV10, covid-19	2
MXRA7	-0.03915211585314481	MXRA7, MOV10, covid-19	2
ZNF780A	0.09425720174574734	ZNF780A, MOV10, covid-19	2
ZNF761	0.081980531096177	ZNF761, NXF1, AKAP8, covid-19	3
C20orf194	0.00677454087113831	C20orf194, NXF1, AKAP8, covid-19	3
SPIN4	0.01252165590771736	SPIN4, NXF1, AKAP8, covid-19	3
FIRRE	0.1324450643104747	FIRRE, MOV10, covid-19	2
CYLC2	-0.08160953326825995	CYLC2, POT1, RTN4, covid-19	3
GCOM2	-0.12718575331266704	GCOM2, POT1, PLAT, covid-19	3
PAGE5	-0.11700855810829655	PAGE5, POT1, PLAT, covid-19	3
HNMT	-0.01148120674023641	HNMT, POT1, RTN4, covid-19	3
ZNF790	-0.12774230633448583	ZNF790, POT1, RTN4, covid-19	3
C2orf74	-0.11813109807445155	C2orf74, POT1, PLAT, covid-19	3
APOBEC3F	0.04724409086816743	APOBEC3F, ZC3H18, covid-19	2
STPG2	0.04967600446517653	STPG2, TTC5, AAR2, covid-19	3
TXNRD3	-0.1308326067147053	TXNRD3, TXNRD2, RDX, covid-19	3
PDCL2	0.11021732628237761	PDCL2, YWHAB, GIGYF2, covid-19	3
SPAG4	-0.13984911147830226	SPAG4, PAXIP1, NPC2, covid-19	3
CYB5R4	-0.0024067368704612183	CYB5R4, PAXIP1, NPC2, covid-19	3
BTBD16	-0.16960748174539728	BTBD16, PAXIP1, CSNK2A2, covid-19	3
ZNF280B	-0.13766831713461739	ZNF280B, PAXIP1, NPC2, covid-19	3
C19orf53	-0.1511726932973566	C19orf53, MAPT, AATF, covid-19	3
PIN1P1	-0.012200941311956467	PIN1P1, MAPT, CSNK2A2, covid-19	3
PMS2P1	-0.071513936055277	PMS2P1, LIG4, NPC2, covid-19	3
ZFAND2A	0.03144810556024433	ZFAND2A, LIG4, NPC2, covid-19	3
AMZ2P1	0.06156223310413535	AMZ2P1, LIG4, GGH, covid-19	3
KLK13	-0.018128956480819927	KLK13, SERPINE2, PLAT, covid-19	3
SLC2A6	-0.060017901803725064	SLC2A6, LACRT, APP, EIF4E2, covid-19	4
TTLL9	-0.0819117191282294	TTLL9, TCP1, UPF1, covid-19	3
TMEM192	0.006805219871823531	TMEM192, SDC2, CSNK2A2, covid-19	3
ANOS1	-0.0334258029952712	ANOS1, SDC2, CSNK2A2, covid-19	3
PPP1R1C	0.12575045957248498	PPP1R1C, PRKACA, covid-19	2
GALR3	0.07235863287956316	GALR3, MYC, AKAP8, covid-19	3
XYLT1	-0.15057063622349415	XYLT1, MYC, AKAP8, covid-19	3
DDX60L	0.23766225950671227	DDX60L, MYC, AKAP8, covid-19	3
ZNF507	0.011527246082868581	ZNF507, MYC, AKAP8, covid-19	3
HASPIN	-0.07363793823644472	HASPIN, MYC, AKAP8, covid-19	3
CIP2A	-0.09639408607002159	CIP2A, MYC, AKAP8, covid-19	3
CCN1	-0.08621465422192157	CCN1, ITGB1, covid-19	2
RIOX2	-0.21917683802323218	RIOX2, MYC, AKAP8, covid-19	3
IVD	0.03855491239240148	IVD, ETFA, covid-19	2
MST1	-0.04477688441319361	MST1, MARK1, covid-19	2
LBHD1	-0.10875819743530367	LBHD1, LYAR, PABPC1, covid-19	3
CAPN10	-0.09266545144290553	CAPN10, PARP1, POLA1, covid-19	3
REEP2	0.07259452732439828	REEP2, CAV3, SUN2, covid-19	3
OR4X1	0.008879770290477082	OR4X1, NF2, PRKACA, covid-19	3
CBR4	-0.09424721646301892	CBR4, NF2, PABPC4, covid-19	3
BEND4	-0.15291641436988365	BEND4, JUN, CSNK2A2, covid-19	3
FAT2	-0.07870514113440985	FAT2, JUN, CSNK2A2, covid-19	3
MBTPS2	0.08362784191928616	MBTPS2, FAM8A1, covid-19	2
TRN-GTT2-1	0.0993940353465558	TRN-GTT2-1, NUP153, NUP62, covid-19	3
RPL6P1	-0.09124059724337685	RPL6P1, TAF1D, CSNK2B, covid-19	3
CCK	-0.1056548439164352	CCK, MEP1B, PRKACA, covid-19	3
CLCN6	-0.02791494837845503	CLCN6, MOV10, covid-19	2
STYK1	-0.10699426041386012	STYK1, ERBB2, PRKACA, covid-19	3
PPM1M	-0.03308192311031083	PPM1M, ZYG11B, covid-19	2
ACAN	-0.14399696131817152	ACAN, LUM, RHOA, covid-19	3
MMP20	-0.1732462627808657	MMP20, ACAN, LUM, RHOA, covid-19	4
MMP19	-0.15524665852826428	MMP19, ACAN, LUM, RHOA, covid-19	4
ADAMTS5	-0.18767168146334234	ADAMTS5, ACAN, LUM, RHOA, covid-19	4
G6PC	-0.056802236847532495	G6PC, FOXO1, PRKACA, covid-19	3
CRISPLD2	0.04600524003958768	CRISPLD2, HSP90AB1, UPF1, covid-19	3
CDKL4	-0.03262237857798199	CDKL4, DNMT1, covid-19	2
NRTN	-0.15253855467790906	NRTN, RET, PRKACA, covid-19	3
PSPN	0.015692691728054778	PSPN, RET, PRKACA, covid-19	3
GFRA4	-0.012298484437085842	GFRA4, RET, PRKACA, covid-19	3
NKX2-2	-0.028774154049105268	NKX2-2, HDAC1, TLE1, covid-19	3
FEZF2	0.14019904800737207	FEZF2, HDAC1, TLE1, covid-19	3
PGBD3	0.08193269993765091	PGBD3, HDAC1, TLE1, covid-19	3
GLOD5	-0.03642057879462236	GLOD5, HDAC6, CSNK2A2, covid-19	3
UBE2L1	-0.06234838416898608	UBE2L1, CHFR, HDAC2, covid-19	3
HMGB1P1	0.06610860298089288	HMGB1P1, LARP7, covid-19	2
ZIM3	-0.15269270670118845	ZIM3, RPTOR, EIF4E2, covid-19	3
C6orf15	-0.09164633076691386	C6orf15, SYT1, TFAP2A, CSNK2B, covid-19	4
SV2C	0.09322560008764089	SV2C, ABCC10, ECSIT, covid-19	3
ST8SIA2	-0.08899218231006187	ST8SIA2, NCAM1, REEP5, covid-19	3
ABCC10	0.02394079064492348	ABCC10, ECSIT, covid-19	2
ABHD17B	0.15144562481381058	ABHD17B, FAF2, CUL2, covid-19	3
TIMP4	-0.21129293260309812	TIMP4, MMP14, GOLGB1, covid-19	3
MMP13	-0.19762450999523345	MMP13, MMP14, GOLGB1, covid-19	3
CPLANE1	-0.01676191976973833	CPLANE1, MAP2K7, ERC1, covid-19	3
CRISP3	-0.03158704787960266	CRISP3, SPDL1, UPF1, covid-19	3
ABCC6	-0.0774888196613705	ABCC6, NR4A1, RTN4, covid-19	3
ZBTB40	-0.10942214718423307	ZBTB40, NFATC1, HDAC2, covid-19	3
RNU1-4	0.0389912906824406	RNU1-4, TCERG1, PABPC1, covid-19	3
TCERG1L	-0.0345994128434895	TCERG1L, TCERG1, BRD4, covid-19	3
ZBTB8OS	-0.11782972199846148	ZBTB8OS, PRPF40A, PABPC1, covid-19	3
MMP11	-0.010214373262209309	MMP11, PRPF40A, PABPC1, covid-19	3
CHST6	-0.09192150901303818	CHST6, CANX, RTN4, covid-19	3
TPM3P4	-0.04139751239230935	TPM3P4, TPM4, G3BP1, covid-19	3
IMPG1	-0.06740213918063431	IMPG1, NPM1, HDAC2, covid-19	3
TEX15	-0.08669104222475758	TEX15, NPM1, TLE1, covid-19	3
MORF4	-0.010659384007130521	MORF4, SIN3A, TLE1, covid-19	3
RBMS3	-0.1090989119469816	RBMS3, LARP7, covid-19	2
NEPRO	0.04088538221358002	NEPRO, G3BP2, covid-19	2
MIR3654	0.021144769086642645	MIR3654, PRPF4, CEP250, covid-19	3
NAA30	-0.052560918106640875	NAA30, CD2BP2, CSNK2A2, covid-19	3
DNAH5	-0.08654384240088792	DNAH5, EIF4A2, GIGYF2, covid-19	3
MAMDC2	-0.09982152421753834	MAMDC2, EIF4G1, ARF6, covid-19	3
IGLC3	-0.03714509438982115	IGLC3, PRPF8, GIGYF2, covid-19	3
IGHV1OR15-9	-0.144483974161971	IGHV1OR15-9, HERC2, RIPK1, covid-19	3
PRIMPOL	-0.051542066888365094	PRIMPOL, HERC2, UPF1, covid-19	3
POPDC2	0.11453238444845956	POPDC2, ANO6, covid-19	2
PPP1R2P4	-0.09021503742587755	PPP1R2P4, PSMD13, PSMD8, covid-19	3
RPE65	-0.11452969997053729	RPE65, PSMD13, PSMD8, covid-19	3
ALS2	-0.13881223515108948	ALS2, SDF2, covid-19	2
DOCK11	0.12350095061329422	DOCK11, GORASP1, covid-19	2
INPP5F	0.10018192394984332	INPP5F, YWHAB, GIGYF2, covid-19	3
SLITRK1	-0.06560663537180875	SLITRK1, YWHAB, GIGYF2, covid-19	3
FEM1A	0.049935471774129034	FEM1A, TCEAL1, CUL2, covid-19	3
NLRP9	-0.12656629797460467	NLRP9, PSMD12, PSMD8, covid-19	3
DEFA1B	0.0916034606770246	DEFA1B, PFDN1, PDE4DIP, covid-19	3
RAB24	0.07383783496539748	RAB24, NSF, LARP7, covid-19	3
ZNF536	-0.00561078806056392	ZNF536, MMS19, AATF, covid-19	3
CNNM1	0.06790739640931434	CNNM1, PON2, RHOA, covid-19	3
P2RX1	0.005092590282929233	P2RX1, ATE1, covid-19	2
RFLNA	0.17578803880228006	RFLNA, FBXW7, UBAP2L, covid-19	3
FYB2	0.2157159425608379	FYB2, cell adhesion mediated by integrin, FBN1, covid-19	3
QRICH2	0.08073877067584656	QRICH2, NUP98, covid-19	2
ZNF221	-0.003436579100485365	ZNF221, CDK11B, AP2M1, covid-19	3
MAIP1	0.010617166773590106	MAIP1, TNFRSF14, RPL36, covid-19	3
SUSD2	0.0404053243717368	SUSD2, UGGT1, TUBGCP3, covid-19	3
CHSY3	0.0017565099176354501	CHSY3, CHST12, CHPF, covid-19	3
CHST3	-0.01562716970847167	CHST3, CHPF, covid-19	2
PMFBP1	-0.06391042447357126	PMFBP1, MKLN1, GGH, covid-19	3
RSPH10B	-0.04123749867689555	RSPH10B, MKLN1, GGH, covid-19	3
IMPAD1	0.010731163551456493	IMPAD1, PON2, RHOA, covid-19	3
TMEM219	0.10640872855731491	TMEM219, PON2, RHOA, covid-19	3
LRFN3	-0.015824067358770427	LRFN3, PON2, RHOA, covid-19	3
ART5	-0.03432353422806678	ART5, PON2, PCNT, covid-19	3
CNTNAP3B	0.08333317098590748	CNTNAP3B, PON2, RHOA, covid-19	3
KLRD1	0.5605839400058092	KLRD1, HLA-B, RHOA, covid-19	3
SMIM11A	-0.027768527574489672	SMIM11A, TMBIM4, EMC1, covid-19	3
SULT1C4	-0.26598783963986783	SULT1C4, CSE1L, PABPC4, covid-19	3
GRAMD2B	0.05153804149014353	GRAMD2B, MORF4L2, TLE1, covid-19	3
RTF2	0.02208585352183574	RTF2, WRAP73, CEP135, covid-19	3
MXRA5	-0.12710418582936886	MXRA5, EIF1B, CSNK2B, covid-19	3
BTNL3	-0.10425001919400244	BTNL3, SCARB1, covid-19	2
ST6GALNAC1	-0.01491126263511916	ST6GALNAC1, EXOSC2, covid-19	2
HSP90B2P	-0.017458276501975095	HSP90B2P, VCP, RHOA, covid-19	3
ZNF778	0.07359193579149684	ZNF778, VCP, RHOA, covid-19	3
ABHD17C	0.05993119127936657	ABHD17C, VCP, RHOA, covid-19	3
TMEM200C	-0.014687411237781403	TMEM200C, VCP, RHOA, covid-19	3
SELENOS	0.01716997184524452	SELENOS, VCP, RHOA, covid-19	3
YPEL1	-0.04889053202437361	YPEL1, STRN3, TCF12, covid-19	3
PLPP1	-0.03599057728371735	PLPP1, STRN3, TCF12, covid-19	3
RPL21P97	-0.017310926662247157	RPL21P97, EIF6, IMPDH2, covid-19	3
TUG1	-0.01412269668600001	TUG1, PDCD4, CSNK2A2, covid-19	3
CLEC18C	0.11393230802334725	CLEC18C, NFKBIL1, ZC3H18, covid-19	3
ARPC3P1	-0.14684084224156924	ARPC3P1, ACTR3B, AKAP9, covid-19	3
KLHDC9	-0.05893998424928367	KLHDC9, GLB1, RHOA, covid-19	3
SPATC1	-0.03001160075805441	SPATC1, CDC20, HDAC2, covid-19	3
CILP	-0.034696196909604266	CILP, CDC20, HDAC2, covid-19	3
FBXO43	-0.01808553965592726	FBXO43, CDC20, HDAC2, covid-19	3
SOSTDC1	-0.05787032987998779	SOSTDC1, CDC20, HDAC2, covid-19	3
GZMH	-0.00585331341258849	GZMH, SSB, CUL2, covid-19	3
LRRC70	0.025348978908644668	LRRC70, RNF123, POLA1, covid-19	3
C6orf99	-0.019868132325314952	C6orf99, RNF123, POLA1, covid-19	3
ARHGEF33	0.03521122848160501	ARHGEF33, RNF123, RHOA, covid-19	3
USP17L12	-0.020516731928703215	USP17L12, RNF123, POLA1, covid-19	3
CT45A9	-0.02672708811380279	CT45A9, RNF123, POLA1, covid-19	3
CT45A8	0.002881312447787006	CT45A8, RNF123, POLA1, covid-19	3
LIAS	-0.0758350884438341	LIAS, RNF123, POLA1, covid-19	3
TMEM132B	-0.03367883161354953	TMEM132B, RNF123, POLA1, covid-19	3
SLC26A9	0.01803594620107484	SLC26A9, RNF123, RHOA, covid-19	3
OR51L1	-0.02913305668122248	OR51L1, RNF123, POLA1, covid-19	3
OR4B1	-0.03377492720159305	OR4B1, RNF123, POLA1, covid-19	3
LOXHD1	-0.022486770275640805	LOXHD1, RNF123, RHOA, covid-19	3
CCDC105	0.039691360784586086	CCDC105, RNF123, RHOA, covid-19	3
OR13C8	-0.00457991425115566	OR13C8, RNF123, POLA1, covid-19	3
CST11	0.13209076190192326	CST11, RNF123, RHOA, covid-19	3
TEKT5	-0.040630582433220055	TEKT5, RNF123, RHOA, covid-19	3
PRR35	-0.0032841192994085278	PRR35, RNF123, RHOA, covid-19	3
ZNF582	-0.042992292689694483	ZNF582, RNF123, RHOA, covid-19	3
FAM47A	0.007921754569074946	FAM47A, RNF123, POLA1, covid-19	3
GIMAP7	-0.08141358974915269	GIMAP7, RNF123, RHOA, covid-19	3
ADAMTS15	-0.009506284822860527	ADAMTS15, RNF123, POLA1, covid-19	3
FAM227B	-0.0011945628174476752	FAM227B, RNF123, POLA1, covid-19	3
EMP3	-0.013654874766629894	EMP3, RNF123, RHOA, covid-19	3
TIGD4	-0.009884424600421847	TIGD4, RNF123, RHOA, covid-19	3
AMER3	-0.0008191713434088504	AMER3, RNF123, POLA1, covid-19	3
SAMD9L	-0.06512605301793403	SAMD9L, RNF123, RHOA, covid-19	3
DEFB121	0.03119887903954489	DEFB121, OS9, covid-19	2
TAS2R31	-0.025803627033031337	TAS2R31, RNF123, RHOA, covid-19	3
TMEM80	0.03253750726396882	TMEM80, RNF123, RHOA, covid-19	3
SLC26A11	-0.02066442828428144	SLC26A11, RNF123, RHOA, covid-19	3
PPIL6	-0.015333070466216986	PPIL6, RNF123, POLA1, covid-19	3
SERPINA9	-0.014693212486992242	SERPINA9, RNF123, POLA1, covid-19	3
OR52L1	0.0064614676509949925	OR52L1, RNF123, POLA1, covid-19	3
COL28A1	-0.017499905681074422	COL28A1, RNF123, POLA1, covid-19	3
POTEA	0.006342003016906295	POTEA, RNF123, POLA1, covid-19	3
EBLN1	-0.10632562577674631	EBLN1, RNF123, POLA1, covid-19	3
GNAT3	0.07742044694778735	GNAT3, RAB5C, covid-19	2
ZBTB41	-0.0888550690786265	ZBTB41, RNF123, RHOA, covid-19	3
RBM43	-0.008810876903923168	RBM43, RNF123, POLA1, covid-19	3
VWC2	-0.026385163458684587	VWC2, RNF123, POLA1, covid-19	3
GFRAL	-0.007557374732924484	GFRAL, RNF123, POLA1, covid-19	3
C8orf86	-0.029660857312441676	C8orf86, RNF123, POLA1, covid-19	3
OR5M10	-0.09209510928221654	OR5M10, RNF123, POLA1, covid-19	3
OR5B2	0.02344339984219124	OR5B2, RNF123, POLA1, covid-19	3
OR7A10	-0.050958532438937304	OR7A10, RNF123, POLA1, covid-19	3
USP17L7	0.2242239302325779	USP17L7, RNF123, RHOA, covid-19	3
FAM166A	-0.015418935327299967	FAM166A, RNF123, POLA1, covid-19	3
OR51A4	0.0038877159239167763	OR51A4, RNF123, POLA1, covid-19	3
ANKRD20A3	-0.0031131268169490856	ANKRD20A3, RNF123, POLA1, covid-19	3
GALNTL6	0.00945174463823703	GALNTL6, RNF123, RHOA, covid-19	3
ZNF727	-0.015545712082581545	ZNF727, RNF123, POLA1, covid-19	3
CCDC73	-0.00012001553881649252	CCDC73, RNF123, RHOA, covid-19	3
OMG	0.052881607765639466	OMG, RNF123, RHOA, covid-19	3
UNC93A	-0.0439519534252191	UNC93A, RNF123, POLA1, covid-19	3
ATAD2B	0.009351967673287512	ATAD2B, RNF123, RHOA, covid-19	3
TMEM260	-0.06687865325013018	TMEM260, RNF123, RHOA, covid-19	3
OLAH	-0.13744849582802623	OLAH, ACSL3, covid-19	2
PCDHGB3	-0.0720310219447416	PCDHGB3, RNF123, RHOA, covid-19	3
PCDHB12	-0.06020451312139041	PCDHB12, RNF123, RHOA, covid-19	3
GSDMC	0.0007741897039164822	GSDMC, RNF123, POLA1, covid-19	3
ADAMTS9	-0.15069937067430014	ADAMTS9, RNF123, RHOA, covid-19	3
LPAR5	0.00038936594150208725	LPAR5, RNF123, POLA1, covid-19	3
ZNF304	0.17518900740173587	ZNF304, RNF123, RHOA, covid-19	3
MCUR1	0.05454925633348923	MCUR1, RNF123, RHOA, covid-19	3
SLC28A3	0.002856736113073889	SLC28A3, RNF123, POLA1, covid-19	3
USP17L3	-0.0022231550595361096	USP17L3, RNF123, POLA1, covid-19	3
C16orf90	-0.027643009693572248	C16orf90, RNF123, POLA1, covid-19	3
ST3GAL4	0.029421728296974786	ST3GAL4, RNF123, RHOA, covid-19	3
GOLGA8J	0.0026024904564771537	GOLGA8J, RNF123, POLA1, covid-19	3
TRIM43B	0.002697064677826315	TRIM43B, RNF123, POLA1, covid-19	3
CT45A2	-0.038266661655508086	CT45A2, RNF123, RHOA, covid-19	3
RNF112	-0.03443077803190994	RNF112, RNF123, POLA1, covid-19	3
OR52N1	-0.05183177549902697	OR52N1, RNF123, POLA1, covid-19	3
MROH9	-0.00013604217759992376	MROH9, RNF123, POLA1, covid-19	3
TAS1R3	-0.07950332967275518	TAS1R3, RNF123, RHOA, covid-19	3
TM2D2	-0.009644041872923077	TM2D2, ALG8, covid-19	2
SYDE2	-0.06314484626791801	SYDE2, RNF123, RHOA, covid-19	3
RDH16	-0.09558437544925982	RDH16, RNF123, RHOA, covid-19	3
C12orf29	0.0008909018880923977	C12orf29, RNF123, POLA1, covid-19	3
EXOC3L4	0.025694534631147372	EXOC3L4, RNF123, POLA1, covid-19	3
PIGM	-0.0026604540054188525	PIGM, RNF123, RHOA, covid-19	3
NCR2	0.36254135789520214	NCR2, RNF123, RHOA, covid-19	3
DENND4B	-0.07087490887471526	DENND4B, RNF123, RHOA, covid-19	3
CNNM2	0.04336551097995738	CNNM2, PTP4A2, GPAA1, covid-19	3
PNMA3	-0.05230054475783408	PNMA3, MYH9, RALA, covid-19	3
OVGP1	0.10925070479141034	OVGP1, MYH9, RALA, covid-19	3
MCF2L2	-0.06921850562585943	MCF2L2, CDK6, CSNK2B, covid-19	3
TDRD9	-0.04931584037613483	TDRD9, PPP2R1A, CSNK2B, covid-19	3
AKR1B15	-0.040014452926487795	AKR1B15, AKR1B1, RDX, covid-19	3
ZNF253	-0.12537693662882954	ZNF253, AKR1B1, RDX, covid-19	3
SERINC3	0.13265444032686186	SERINC3, XPO5, ARF6, covid-19	3
C9orf163	-0.03325625983127983	C9orf163, LRRK1, BAG5, covid-19	3
CLVS1	-0.15854752709073586	CLVS1, LRRK1, BAG5, covid-19	3
RHOV	0.09943629521966015	RHOV, PAK4, G3BP1, covid-19	3
SPRN	-0.09906202661961276	SPRN, STRN4, ECSIT, covid-19	3
MSANTD2	-0.0820716960932008	MSANTD2, STRN4, GOLGA2, covid-19	3
RUNX1-IT1	-0.06051565554145853	RUNX1-IT1, PHLDA3, ATP5MG, covid-19	3
NUP210L	0.08809811350162575	NUP210L, ACLY, ARF6, covid-19	3
NECTIN1	0.26574687483518344	NECTIN1, PVR, covid-19	2
B3GALT4	-0.061870676375267726	B3GALT4, DYNLL1, PDE4DIP, covid-19	3
GCOM1	-0.14487706882643261	GCOM1, DYNLL1, NEK9, covid-19	3
RPTN	-0.1874501211689674	RPTN, OTUD4, BAG5, covid-19	3
GLA	0.012503158106363741	GLA, OTUD4, EXOSC8, covid-19	3
DHDH	0.034152119347244866	DHDH, TSC22D1, TLE1, covid-19	3
OR4C12	-0.08374225982866022	OR4C12, TSC22D1, ATP5MG, covid-19	3
ZNF843	-0.15462211035902074	ZNF843, CAMK2B, NINL, covid-19	3
CPLANE2	0.013108199719241861	CPLANE2, IMPDH2, covid-19	2
PRF1	0.2969131291496854	PRF1, KRT31, PDE4DIP, covid-19	3
SPON2	0.002457579748193703	SPON2, KRT31, COMT, covid-19	3
TMEM106C	0.16937161110402021	TMEM106C, KRT31, PDE4DIP, covid-19	3
PROCA1	-0.20811564510904915	PROCA1, CCNA1, STOML2, covid-19	3
MAGED4	-0.1249460810727911	MAGED4, USP9X, MIB1, covid-19	3
ZNF667	0.15305543379083164	ZNF667, CDC37, UPF1, covid-19	3
ZNF235	0.06804691235985516	ZNF235, CDC37, UPF1, covid-19	3
RPS10-NUDT3	0.04492390346331953	RPS10-NUDT3, TRIM25, UBAP2L, covid-19	3
OPN3	-0.002022253141338158	OPN3, EIF2B3, STC2, covid-19	3
ZNF454	-0.0745034522340233	ZNF454, ABCD3, AGPS, covid-19	3
SP140	0.057728118036804776	SP140, SIRT2, RTN4, covid-19	3
CLEC2L	-0.07553011371966954	CLEC2L, FIBP, CSNK2B, covid-19	3
GRPEL2	-0.053933278116442024	GRPEL2, GRPEL1, covid-19	2
PIGX	0.07879848455635718	PIGX, FBXW11, AKAP8, covid-19	3
TCFL5	0.015179247928438125	TCFL5, USF1, PLEKHF2, covid-19	3
SERPINB10	-0.07487783986753015	SERPINB10, SRPK1, CSNK2A2, covid-19	3
SPANXN4	-0.07993959012322892	SPANXN4, SRPK1, CSNK2A2, covid-19	3
ZNF514	-0.08622133423651461	ZNF514, SRPK1, CSNK2A2, covid-19	3
CLIC6	-0.052558854887148385	CLIC6, SRPK1, PABPC1, covid-19	3
COA6	0.007314882593244077	COA6, COX4I1, AAR2, covid-19	3
SMIM12	-0.09898867607506145	SMIM12, COX4I1, AAR2, covid-19	3
TMEM108	0.02732388661875481	TMEM108, MTX1, CISD3, covid-19	3
ICOSLG	-0.02912047068840869	ICOSLG, LGALS1, AAR2, covid-19	3
SULT1C3	0.027959898644075405	SULT1C3, ATP6V1A, covid-19	2
TMEM184C	0.06590620639659553	TMEM184C, SGK1, PABPC1, covid-19	3
ZFP28	-0.06570312842537007	ZFP28, PPP2CB, POLA1, covid-19	3
NUDT16	-0.0929323176037256	NUDT16, CDC14B, AATF, covid-19	3
NLRP13	-0.08035630620242297	NLRP13, PSMD8, covid-19	2
LYPD6B	-0.17621554356049646	LYPD6B, CDK5RAP3, FKBP10, covid-19	3
CEL	-0.1118254154809968	CEL, HSP90B1, CUL2, covid-19	3
DPH6	0.02322134256994064	DPH6, S100A8, TUBGCP3, covid-19	3
GPRC5D	-0.03374385523215204	GPRC5D, SEC63, ABCC1, covid-19	3
GSDMD	-0.11026211299682459	GSDMD, CASP4, MDN1, covid-19	3
STAG3	0.04232729861358971	STAG3, SMC3, GOLGA2, covid-19	3
WFDC5	-0.02043407158335632	WFDC5, SMC3, GOLGA2, covid-19	3
SMC1B	0.04673838704194459	SMC1B, SMC3, GOLGA2, covid-19	3
CFC1	-0.023220459707907485	CFC1, UBR4, GOLGA2, covid-19	3
CSHL1	-0.03568993079711007	CSHL1, UBR4, GOLGA2, covid-19	3
RWDD2A	-0.003843696268236628	RWDD2A, GABARAP, NEK9, covid-19	3
SLC39A5	-0.005235194453111297	SLC39A5, ERMP1, covid-19	2
MACROD2	-0.1636920885525667	MACROD2, EZR, RHOA, covid-19	3
SEL1L2	0.019617055257931337	SEL1L2, EZR, RHOA, covid-19	3
SPATA33	-0.05745798636894507	SPATA33, ACOT2, PDPK1, PRKACA, covid-19	4
SYT10	-0.0935848167635698	SYT10, BOP1, MDN1, covid-19	3
UGT2B17	-0.12243168416939261	UGT2B17, HNF1A, TLE1, covid-19	3
SMPDL3A	0.07188223145793167	SMPDL3A, HNF1A, TLE1, covid-19	3
UGT1A8	-0.1372619501511887	UGT1A8, HNF1A, TLE1, covid-19	3
RNY3	-0.0675195357128385	RNY3, CALR, PRKACA, covid-19	3
RNY1	-0.06331172175073475	RNY1, CALR, PRKACA, covid-19	3
RNY4	-0.06099498149570293	RNY4, CALR, PRKACA, covid-19	3
SCARF1	-0.03081681367171485	SCARF1, CALR, PABPC1, covid-19	3
ZNF563	-0.06725108915502591	ZNF563, HERC1, GRIPAP1, covid-19	3
ZUP1	-0.12593392995444536	ZUP1, RPS21, PABPC1, covid-19	3
SPTSSB	-0.019377491432288736	SPTSSB, SPTLC1, EGFR, PRKACA, covid-19	4
DPH3	0.025517430470004175	DPH3, ATE1, covid-19	2
ZBTB39	-0.17062842218502774	ZBTB39, FOXK1, HDAC2, covid-19	3
SERPINI1	-0.05801329542569793	SERPINI1, PLAT, covid-19	2
COX19	0.12955821537734355	COX19, AIFM1, CUL2, covid-19	3
C12orf73	0.10093315533806092	C12orf73, GHITM, covid-19	2
H3F3C	-0.16004186588714664	H3F3C, NASP, ARF6, covid-19	3
RGN	0.07545237362124169	RGN, HSPE1, TLE1, covid-19	3
SNHG28	-0.045181031874908954	SNHG28, USP15, PLOD2, covid-19	3
DPY19L3	-0.004866716083651024	DPY19L3, PSMA7, AAR2, covid-19	3
IYD	-0.13603096980567048	IYD, MDM2, RHOA, covid-19	3
ADAMTSL2	-0.013088671587561565	ADAMTSL2, FBLN1, ITGB1, covid-19	3
COLQ	-0.05561761155400962	COLQ, PLOD2, covid-19	2
MFAP5	0.15043711001684812	MFAP5, FBN1, covid-19	2
EMCN	-0.0319102205249954	EMCN, OSGEP, PDE4DIP, covid-19	3
TSGA13	0.06733775103070067	TSGA13, positive regulation of protein targeting to mitochondrion, CSNK2A2, covid-19	3
KIR2DS2	0.14407326470230625	KIR2DS2, ANXA1, RIPK1, covid-19	3
ZNF491	-0.028562652484471103	ZNF491, ZG16B, GOLGA2, covid-19	3
MUC5AC	-0.14052123284608864	MUC5AC, GAN, PABPC4, covid-19	3
ASXL3	-0.1174718457127056	ASXL3, KMT2C, ERP44, covid-19	3
SLC22A1	-0.057743584294932634	SLC22A1, POU2AF1, TLE1, covid-19	3
ELOVL2	-0.08293786523228415	ELOVL2, LPAR1, NDUFAF1, covid-19	3
ELOVL3	-0.10357881135613434	ELOVL3, MUC20, ARF6, covid-19	3
ELOVL6	-0.06949395864270395	ELOVL6, TRIM25, UBAP2L, covid-19	3
IL21R	0.18176802498790798	IL21R, JAK1, JAKMIP1, covid-19	3
ZNF93	0.018623517424867713	ZNF93, FBL, AATF, covid-19	3
SHH	0.03264701433263305	SHH, EDEM3, covid-19	2
CCRL2	-0.10605798536923348	CCRL2, ZG16B, GOLGA2, covid-19	3
SPEF2	0.007909463803294561	SPEF2, APOA1, MAP7D1, covid-19	3
QTRT2	0.050238852641895995	QTRT2, IGHG1, PDE4DIP, covid-19	3
TMEM45B	-0.04818907944953585	TMEM45B, UBE2G2, RBX1, covid-19	3
FCRL5	-0.0014690633736721276	FCRL5, SERPINB3, PDE4DIP, covid-19	3
SNX13	0.01525198456991296	SNX13, GNAS, GNG5, covid-19	3
A4GNT	-0.09944405526688863	A4GNT, COMMD3, MOV10, covid-19	3
